id,title,sector_name,administrative_level,estimated_cost,investment_status,project_status
2917,3) Renforcement de capacités et équipement des femmes pour la fabrication du savon,Atelier,KOUKOULBENDI,2166667,p,N
2961,3) Renforcement de capacités et équipement des jeunes pour le maraîchage,Aménagement,PARGOUTÈ,2166667,p,N
2942,3) Renforcement de capacités et équipement des jeunes pour le maraîchage,Aménagement,N’DAM,2166667,p,N
2922,3) Renforcement de capacités et équipement des jeunes pour le maraîchage,Aménagement,KOUKOULBENDI,2166667,p,N
2902,3) Renforcement de capacités et équipement des jeunes pour le maraîchage,Aménagement,KOUBOKOUBORÈ,2166667,p,N
13918,"3)Renforcement de capacités techniques des jeunes du groupement ""TIBOBENA"" sur l'élevage des poulets locaux et dotation de matériels (abreuvoirs, mangeoires……)",Aménagement,TCHAPÉTA,2166667,p,N
2956,3) Renforcement des capacités des femmes transformatrices de Cajou,Atelier,PARGOUTÈ,2166667,p,N
2937,3) Renforcement des capacités des femmes transformatrices de Cajou,Atelier,N’DAM,2166667,p,N
2897,3) Renforcement des capacités des femmes transformatrices de d'arachide,Aménagement,KOUBOKOUBORÈ,2166667,p,N
15082,3) Renforcement des capacités etdotation de matériels d’élevage au profit des éleveurs  de petit ruminants de Nimgoussourou,Aménagement,NINGOUSSOUROU,2166667,p,N
15102,3) Renforcement des capacités et dotation de matériels d’élevage de petits ruminants au profit des groupements (Anti sua Gbégourougou-worou ; Barakparou et Minko winra) de Ouassa Maro,Aménagement,OUASSA-MARO,2166667,p,N
15120,3) Renforcement des capacités  et dotation de matériels  de transformation de karité au profit des femmes de Sinaou,Atelier,SINAOU,2166667,p,N
15119,3) Renforcement des capacités  et dotation de matériels  de transformation du soja en fromage au profit des femmes de Sinaou,Aménagement,SINAOU,2166667,p,N
9247,3) Renforcement du plateau technique de l'arenne de lutte traditionnelle de kompa,Infrastructure,BANIZOUMBOU,2166667,p,N
14483,3-Travaux de formation en équipe de transformation de lait en fromage peulh au profit de Portal Men,Equipement,BOSSO-CAMPS-PEULHS,2166667,p,N
14434,3-Travaux de réalisation d’un couloir de passage de 25 KM,Aménagement,BANIKANNI-DOUWÉROU,2166667,p,N
14513,3. Travaux d’identification d’un couloir de passage environ 25 km/derrière le marché à batail jusqu’à kpassa,Aménagement,TOUROU-PALAIS-ROYAL,2166667,p,N
14543,3-Travaux et équipement en matériel de transformation de soja en fromage aux profits onbina Saro,Aménagement,SOUROU,2166667,p,N
10038,4- acquisition de kits de maraîchage au profit des femmes,Aménagement,GAROU-TÉDJI,2166667,p,N
10078,4- Acquisition des motopompes au profit des femmes et des jeunes pour l’agriculture,Forage simple,GAROU-BÉRI,2166667,p,N
3459,4-acquisition du matériel et amenangements des bafond pour les activité du jardinage,Aménagement,HONGON,2166667,p,N
3439,4-acquisition du matériel et amenangements des bafond pour les activité du jardinage,Aménagement,GOUFANROU,2166667,p,N
14417,4- Amélioration d’accès des voies à travers l’aménagement de trois vons,Piste de desserte rurale,KPÉROU-GUÉRA,2166667,p,N
9288,4) Amélioration de la capacité des femmes de Dangazori et renforcement de leur capacité en production de savon,Atelier,DANGAZORI,2166667,p,N
9248,4) Amélioration de la capacité des jeunes de Banizoumbou à le renforcement de leur capacité en techniques modernes de maraîchage et d'élevage des bovins et ovins,Aménagement,BANIZOUMBOU,2166667,p,N
9948,4- Amélioration de l'accès à l'eau potable à travers la réalisation d’un (01) forage équipé de dispositif solaire plus château avec borne fontaine et système d'abreuvement au camp peulh Noussoukou,Forage + abreuvoir,KASSA,2166667,p,N
14435,4- Amélioration de l’accès à l’éducation à travers la construction d’un module de 3 classes,Autre,BANIKANNI-DOUWÉROU,2166667,p,N
14397,4. Amélioration de l'accès aux voies à travers la réhabilitation de deux (2) vons Thian (Von de la scierie en passant par le marché 3km) et (von de l’école jusqu’au niveau du haut tension  km),Piste de desserte rurale,THIAN,2166667,p,N
9983,4- Amélioration de la cohésion sociale à travers la construction d'une arène de lutte traditionnelle,Infrastructure,KOUALÉROU,2166667,p,N
9943,4- Amélioration de la cohésion sociale à travers la construction d'une arène de lutte traditionnelle,Infrastructure,GODJÉKOARA,2166667,p,N
9923,4-Amélioration de la cohésion sociale à travers la construction d'une arène de lutte traditionnelle,Infrastructure,ILLOUA,2166667,p,N
9273,4) Amélioration de la connectivité à travers l'aménagement de la piste Dangazori - Banizoumbou,Piste de desserte rurale,DANGAZORI,2166667,p,N
9253,4) Amélioration de la connectivité à travers l'aménagement des pistes Goungoun-Béri--Kompa et  Goungoun-Béri -- Garbé-Koara,Piste de desserte rurale,GOUNGOU-BÉRI,2166667,p,N
9233,4) Amélioration de la connectivité à travers l'ouverture de  voie  Banizoumbou-Dangazori,Piste de desserte rurale,BANIZOUMBOU,2166667,p,N
14440,"4-Amélioration de l’assainissement à travers la dotation des équipements et matériels aux usagers du marché (poubelles, barques à ordures, brouettes, etc.)",Blocs de latrines publiques modernes,BANIKANNI-DOUWÉROU,2166667,p,N
14480,4-Amélioration de l'assainissement et l'hygiène à travers la dotation en équipements et matériels (Barque à ordures ; poubelles et brouettes aux usagers du marché,Blocs de latrines publiques modernes,BOSSO-CAMPS-PEULHS,2166667,p,N
14475,4-Amélioration de l’éclairage public à travers l’acquisition de 30 lampadaires solaires,Éclairage public solaire,BOSSO-CAMPS-PEULHS,2166667,p,N
14494,4. Amélioration de l’éclairage publique à travers l’acquisition de 20 lampadaires solaires,Éclairage public solaire,TOUROU-DISPENSAIRE,2166667,p,N
14382,"4- Amélioration de l’hygiène et l’assainissement à travers l’acquisition des matériels et équipements aux usagers du marché (poubelles, barques à ordures, brouettes, etc.)",Blocs de latrines publiques modernes,ALBARIKA,2166667,p,N
9958,4- Amélioration des conditions de transformation d’arachide à travers la dotation des kits au profit des femmes transformatrices d'arachide,Aménagement,KASSA,2166667,p,N
9243,4) Amélioration des conditions de travail des pecheurs de Banizoumbou à travers la l'acquisition de matériels modernes de pêche,Autre,BANIZOUMBOU,2166667,p,N
9263,4) Amélioration des conditions de travail des pecheurs de Goungoun-Béri à travers l'acquisition de matériels modernes de pêche,Autre,GOUNGOU-BÉRI,2166667,p,N
9283,"4) Amélioration des conditions de travail des producteurs de riz de Dangazori à travers l'acquisition de matériels de production, de travail et de semences certifiées",Aménagement,DANGAZORI,2166667,p,N
9893,4- Amélioration des recettes locales à travers la construction de hangars + acquisition de lampadaires solaires au marché de sendé,Hangar de marché,MADÉCALI-ZONGO,2166667,p,N
9933,"4- Amélioration des recettes locales à travers la 
construction de hangars + acquisition de lampadaires 
solaires pour le marché",Hangar de marché,GODJÉKOARA,2166667,p,N
9918,"4-Amélioration des revenus du groupement des femmes à travers la formation et la dotation en équipements de transformation et d'extraction d'huile d’arachide (décortiqueuse,)",Aménagement,ILLOUA,2166667,p,N
9898,4-Amélioration des revenus du groupement des femmes à travers la formation et la dotation en matériels et équipements de transformation d’arachide au profit des groupements des femmes,Aménagement,MADÉCALI-ZONGO,2166667,p,N
9938,4- Amélioration des revenus du groupement des femmes à travers la formation et la dotation en matériels et équipements de transformation du riz au profit des groupements des femmes,Aménagement,GODJÉKOARA,2166667,p,N
9278,4) Amélioration et augmentation des places dans le marché de Kompa à travers la construction de boutiques,Boutique,DANGAZORI,2166667,p,N
9238,4) Amélioration et augmentation des places dans le marché de Kompa à travers la construction de boutiques,Boutique,BANIZOUMBOU,2166667,p,N
9258,4) Amélioration et augmentation des places dans le marché de Kompa à travers la construction de boutiques,Boutique,GOUNGOU-BÉRI,2166667,p,N
14534,4-Améliration de l'accès aux ressources pastorales à travers l'installation d'un champ fourragère,Aménagement,SOUROU,2166667,p,N
14231,4)Aménagementdedeuxhectaresdepérimètre maraicherpluspointd’eauauprofitdugroupementdefemmes,Aménagement,GANDO-GOUROU,2166667,p,N
14519,4. Aménagement de l’Air de l’Abatage,Aménagement,TOUROU-PALAIS-ROYAL,2166667,p,N
7267,4-Aménagement de quatre VONS :Maison CHABI Sidi  Maison Alou DjermaEcole islamique  Maison MouidineMaison KAAZAN  Pavés Camp peulhEPP Kalalé - CPS,Piste de desserte rurale,KALALÉ-SESSOUAN,2166667,p,N
14054,4) Aménagement de terrain de football,Terrain de football,TOUKOUNTOUNA,2166667,p,N
14455,4-Aménagement du couloir de passage de…..,Aménagement,MONNON DE PARAKOU1,2166667,p,N
10083,4- Aménagement d’un terrain de lutte traditionnelle,Infrastructure,GAROU-BÉRI,2166667,p,N
10043,4- Aménagement d’un terrain de lutte traditionnelle,Infrastructure,GAROU-TÉDJI,2166667,p,N
10003,4- Aménagement d’un terrain de lutte traditionnelle,Infrastructure,GAROU-TÉDJI-GOROBANI,2166667,p,N
14226,4)Aménagement/élargissementdumarchédeBouca,Hangar de marché,GANDO-GOUROU,2166667,p,N
3536,"4- Aménager et clôturer un terrain de foot bal, construire un  bloc de latrine  et structurer les jeunes en une équipe ou renforcer la structuration existante et  doter l'équipe  du kit sportif",Blocs de latrines publiques modernes,TCHITCHAKOU,2166667,p,N
9963,4- Aménager une arène de lutte traditionnelle,Infrastructure,KASSA,2166667,p,N
3464,4-Appui à l'organistion d'un tournoir de football dénommée cohesion social,"Kits de football (crampons, filets, ballon, maillots)",HONGON,2166667,p,N
3444,4-Appui à l'organistion d'un tournoir de football dénommée cohesion social,"Kits de football (crampons, filets, ballon, maillots)",GOUFANROU,2166667,p,N
8306,4) Appuyer les jeunes en élevage des abeilles,Aménagement,BOUCA-GANDO,2166667,p,N
3454,4-Assernir le marché en construsant le  bloc de latritre et l'installation du système de collecte des déchets,Blocs de latrines publiques modernes,HONGON,2166667,p,N
14402,4. Construction de 4 boutiques dans le marché,Boutique,THIAN,2166667,p,N
14499,4. Construction de 4 boutiques dans le marché,Boutique,TOUROU-DISPENSAIRE,2166667,p,N
7293,4- construction de quatre cabines de latrines,Blocs de latrines publiques modernes,NASSICONZI,2166667,p,N
10073,4- Construction des latrines publique au marché de Garou,Bloc de latrines pour les marchés locaux,GAROU-BÉRI,2166667,p,N
8271,4)   construction des modules de classe,Autre,WONKO DE NIKKI,2166667,p,N
8286,4) Construction des places publiques,Autre,WONKO DE NIKKI,2166667,p,N
14392,4- Construction de terrain de football à la jeunesse,Terrain de football,ALBARIKA,2166667,p,N
7303,4) Construction dun centre dalphabétisation,Infrastructure d’alphabétisation,NASSICONZI,2166667,p,N
14349,4-Construction d’une boucherie,Autre,WÈRÈKÈ,2166667,p,N
10033,4- Construction d’une minicentrale solaire pour alimenter tous le village,Autre,GAROU-TÉDJI,2166667,p,N
8281,4) Construction d'une unité de transformation agroalimentaire,Atelier,WONKO DE NIKKI,2166667,p,N
7297,4-Construction dune unité de transformation  du soja en fromage et dérivés  Equipements et/ou acquisitions diverses,Aménagement,NASSICONZI,2166667,p,N
14823,"4) construction d’une unité et équipement, Formation des jeunes et femmes dans l’entreprenariat sur l’élevage des cabris et moutons",Aménagement,BOURAOURÈ,2166667,p,N
8321,"4)  construction d’une unité, Formation et équipement en matériel de fabrication du savon boule et installation",Piste de desserte rurale,BOUCA-PEULH,2166667,p,N
8301,"4) construction d’une unité, Formation et équipement en matériel  fabrication du savon Boule, des femmes",Piste de desserte rurale,BOUCA-GANDO,2166667,p,N
8276,4) Construction d'un garde vélo,Autre,WONKO DE NIKKI,2166667,p,N
8291,4)  Construction d’un magasin de 100 T,Magasin de stockage,BOUCA-GANDO,2166667,p,N
9953,4- Construction d'un magasin de stockage de produits vivriers au marché de Kassa,Magasin de stockage,KASSA,2166667,p,N
9993,4- Construction d’un magasin de stockage équipé de capacité 1000 tonnes,Magasin de stockage,GAROU-TÉDJI-GOROBANI,2166667,p,N
14430,4-Construction d’un terrain de football pour la jeunesse de Kpérou-Guèra,Terrain de football,KPÉROU-GUÉRA,2166667,p,N
14344,4- Construction et équipement d'un marché moderne de bétail,Hangar de marché,WÈRÈKÈ,2166667,p,N
3521,4-Construire  un centre d'acceil et de séjour plus des infrastructures hygéniques  aux  accidentés venus à Titchakou pour  des soins  traditonnellement administrés,Autre,TCHITCHAKOU,2166667,p,N
3526,4)  Construire une boucherie,Autre,TCHITCHAKOU,2166667,p,N
3475,4)  Construire une boucherie,Autre,BISSÉTOUGOU,2166667,p,N
14460,"4- Contribution à l’amélioration de l’assainissement à travers la dotation d’équipements d’hygiène et d’assainissement dans le marché (bac à ordure, poubelles, brouettes, etc.)",Blocs de latrines publiques modernes,MONNON DE PARAKOU1,2166667,p,N
8311,4)  création d’un barrage,Autre,BOUCA-PEULH,2166667,p,N
7282,4-Création dun centre de formation des artisans,Equipement,KALALÉ-SESSOUAN,2166667,p,N
8316,4) Création d’un packing pour les taxis pour le marché de Bouca,Passage d’accès à l’intérieur d’un marché,BOUCA-PEULH,2166667,p,N
3516,"4- Créer, équiper et exploiter un centre de formation artisanale et de fabrication du matériel agricole au profit des jeune",Equipement,KAKPALA,2166667,p,N
9978,4- Créer et équiper un jardin de maraîchage au profit des femmes et des jeunes,Aménagement,KOUALÉROU,2166667,p,N
9913,4- Distribuer des motopompes aux femmes agricultrices,Forage simple,ILLOUA,2166667,p,N
14470,4-Dotation des kits de sport à l’équipe de Monnon,Autre,MONNON DE PARAKOU1,2166667,p,N
14450,4-Dotation des matériels et équipements de musique à la jeunesse,Infrastructure,BANIKANNI-DOUWÉROU,2166667,p,N
14549,4-Dotation en équipement et matériel de travail aux artisans,Equipement,SOUROU,2166667,p,N
13924,"4) Dotation en matériel de sonorisation pour les manifestaions communautaires ( baffes, groupe electrogène, et autres instuments)",Infrastructure,TCHAPÉTA,2166667,p,N
14489,4-Doter la jeunesse d’un terrain de foot,Terrain de football,BOSSO-CAMPS-PEULHS,2166667,p,N
2893,4) Doter le marché d'Anandana de poubelles publiques,Ouvrage d’assainissement dans les marchés locaux,KOUBOKOUBORÈ,2166667,p,N
2933,4) Doter le marché d'Anandana de poubelles publiques,Ouvrage d’assainissement dans les marchés locaux,N’DAM,2166667,p,N
2952,4) Doter le marché d'Anandana de poubelles publiques,Ouvrage d’assainissement dans les marchés locaux,PARGOUTÈ,2166667,p,N
2913,4) Doter le marché d'Anandana d'un forage d'eau potable,Forage simple,KOUKOULBENDI,2166667,p,N
9903,4-Doter l’équipe de football d’un mini bus pour les déplacements,"Kits de football (crampons, filets, ballon, maillots)",MADÉCALI-ZONGO,2166667,p,N
9998,4- Doter les femmes en matériels agricoles surtout pour la culture du riz,Aménagement,GAROU-TÉDJI-GOROBANI,2166667,p,N
14529,4. Doter les kites de sports à la jeunesse,Autre,TOUROU-PALAIS-ROYAL,2166667,p,N
14828,4) équipé les jeunes en matériel de sonorisation pour les événementspour les jeunes,Infrastructure,BOURAOURÈ,2166667,p,N
8326,4) Equiper les jeunes en 100 chaises et 2 bâches pour les événements,Autre,BOUCA-PEULH,2166667,p,N
14044,4)Extension des hangards de vente de charbon,Hangar de marché,TOUKOUNTOUNA,2166667,p,N
7253,4-Faire la clôture de marché,Hangar de marché,KALALÉ,2166667,p,N
14509,4. Formation des jeunes à leurs insertions socio-professionnel,Equipement,TOUROU-DISPENSAIRE,2166667,p,N
14412,4. Formation des jeunes à leurs insertions socio-professionnel,Equipement,THIAN,2166667,p,N
14236,4)Formationenentrepreneuriat.auprofitdesjeunes,Equipement,GANDO-GOUROU,2166667,p,N
14368,"4-Formation et acquisition des matières premières au profit des éleveurs  HOUETCHEHOUN (maïs, Soja, farine de poisson, tourteau de palmiste et mangeoire et abreuvoir)",Aménagement,ALAGA,2166667,p,N
14544,4-Formation et équipement des transformations de lait en fromage,Equipement,SOUROU,2166667,p,N
14484,4-Formation et équipement de transformation de karité en beurre,Atelier,BOSSO-CAMPS-PEULHS,2166667,p,N
14387,4- Formation et équipement en matériel de maraichage aux maraîchers,Aménagement,ALBARIKA,2166667,p,N
14504,4. Formation et équipement en matériel de transformation de karité en Savon local,Piste de desserte rurale,TOUROU-DISPENSAIRE,2166667,p,N
14524,4. Formation et équipement en matériel de transformation de manioc en gari (Antii souwa),Equipement,TOUROU-PALAIS-ROYAL,2166667,p,N
14426,4- Formation et équipement en matériel de transformation de soja en fromage au profit des groupements « FIFATIN »,Aménagement,KPÉROU-GUÉRA,2166667,p,N
14465,4-Formation et équipement en matériel de transformation du soja en fromage au profil du groupement « anti-soua »,Aménagement,MONNON DE PARAKOU1,2166667,p,N
14445,4- Formation et équipement en matériel pour la transformation d’arachide en galette,Aménagement,BANIKANNI-DOUWÉROU,2166667,p,N
13914,4) Fourniture et installation de lampadaires solaires,Éclairage public solaire,TCHAPÉTA,2166667,p,N
14813,4hElectrification public  du village en acquisition de 20 lampadaires solaire,Éclairage public solaire,BOURAOURÈ,2166667,p,N
14354,4-Insertion des jeunes à l’artisanat,Autre,WÈRÈKÈ,2166667,p,N
14817,4) Installation de 6 lampadaires solaire au niveau du marché de Kourèl,Éclairage public solaire,BOURAOURÈ,2166667,p,N
3470,4- Installer  l'éclairage à base des lampadaires solaires,Éclairage public solaire,BISSÉTOUGOU,2166667,p,N
3507,4-Installer l'éclairage public à base  de lampadaires solaires,Éclairage public solaire,KAKPALA,2166667,p,N
3502,4-Installer l'éclairage public à base  de lampadaires solaires,Éclairage public solaire,KAKPALA,2166667,p,N
9967,"4- Installer les lampadaires solaires à Koalérou centre et les hameaux Wadata, Détatchi, Fakara, Ifoulogou",Éclairage public solaire,KOUALÉROU,2166667,p,N
9969,"4- Installer les lampadaires solaires à Koalérou centre et les hameaux Wadata, Détatchi, Fakara, Ifoulogou",Éclairage public solaire,KOUALÉROU,2166667,p,N
3449,4-Mise en place d'un module de maternité dans l'anciente de l'Hôtipale,Lits de maternité et d’hospitalisation,HONGON,2166667,p,N
9268,4)  Organisation des compétitions  de lutte traditionnelle à Kompa,Infrastructure,GOUNGOU-BÉRI,2166667,p,N
2943,4) Organisation des tournois de football inter villages et inter quartiers,"Kits de football (crampons, filets, ballon, maillots)",N’DAM,2166667,p,N
14339,4 Réalisation  d’ un barrage,Autre,WÈRÈKÈ,2166667,p,N
9973,4- Réalisation d'un bloc de latrine au marché de Sendé,Bloc de latrines pour les marchés locaux,KOUALÉROU,2166667,p,N
2962,4) Renforcement de capacités et équipement des jeunes pour l'élevage,Aménagement,PARGOUTÈ,2166667,p,N
2923,4) Renforcement de capacités et équipement des jeunes pour l'élevage,Aménagement,KOUKOULBENDI,2166667,p,N
2903,4) Renforcement de capacités et équipement des jeunes pour l'élevage,Aménagement,KOUBOKOUBORÈ,2166667,p,N
13919,4) Renforcement de capacités techniques des femmes transformatrices de lait en fromage et équipement en matériel de transformation,Equipement,TCHAPÉTA,2166667,p,N
2898,4) Renforcement des capacités des femmes transformatrices de Cajou,Atelier,KOUBOKOUBORÈ,2166667,p,N
2957,4) Renforcement des capacités des femmes transformatrices de d'arachide,Aménagement,PARGOUTÈ,2166667,p,N
2938,4) Renforcement des capacités des femmes transformatrices de d'arachide,Aménagement,N’DAM,2166667,p,N
2918,4) Renforcement des capacités des femmes transformatrices de Karité,Atelier,KOUKOULBENDI,2166667,p,N
3480,"4-  Structurer, équiper  et renforcer les capacités des maraichers sur les techniques d'exploitation des périmètres maraicchers, l'entretien et la maintenance des investissements réalisés",Aménagement,BISSÉTOUGOU,2166667,p,N
14372,4-Travaux d’aménagement d’un terrain de football,Terrain de football,ALAGA,2166667,p,N
14422,4- Travaux de construction d’une boucherie moderne dans le marché,Hangar de marché,KPÉROU-GUÉRA,2166667,p,N
14364,4- Travaux de construction d’une boucherie moderne dans le marché,Hangar de marché,ALAGA,2166667,p,N
14407,4. Travaux de formation et équipement en matériel de travail au profit des artisans,Equipement,THIAN,2166667,p,N
14539,4-Travaux de réalisation d’un quai d’embarquement,Autre,SOUROU,2166667,p,N
14377,"4-Travaux de Réhabilitation de 5 vons (voie derrière le cour primaire en quittant le goudron passant par le centre Okouabo) , (voie quittant la buvette Yinkoun en passant par le marché Kilombo) ; (voie quittant le goudron direction commisariat et sa finir sur le dernier poteaux de Tibona) ; (voie menant au centre Bethseda et passant par le cour primaire Tibona et revenant sur la grande voie) et (voie quittant derrière l’auto-gare et qui atteint les pylones et qui revient à la place IDI)",Piste de desserte rurale,ALBARIKA,2166667,p,N
14514,4.traveaux de construction d’un module de trois classes,Autre,TOUROU-PALAIS-ROYAL,2166667,p,N
14049,4)Unité de transformation de noix karité +équipements,Atelier,TOUKOUNTOUNA,2166667,p,N
3440,"5-Achat de machine pour faciliter la transformation des produits (manioc , arachide karité)",Lits de maternité et d’hospitalisation,GOUFANROU,2166667,p,N
3460,"5-Achat de machine pour faciliter la transformation des produits (manioc , arachide karité)",Lits de maternité et d’hospitalisation,HONGON,2166667,p,N
9999,5- Acquisition de kits de maraîchage au profit des femmes (Jardin),Aménagement,GAROU-TÉDJI-GOROBANI,2166667,p,N
7323,5- Acquisition de matériel de musique pour les jeunes,Infrastructure,DANGANZI,2166667,p,N
9989,5- Acquisition et installation de dix (10) lampadaires solaires pour l’éclairage public,Éclairage public solaire,GAROU-TÉDJI-GOROBANI,2166667,p,N
14227,5)Acquisitionetinstallationdevingt(20)poubellesau profit du marché de Bouca,Ouvrage d’assainissement dans les marchés locaux,GANDO-GOUROU,2166667,p,N
14476,5-Ameélioration de l'accès Aux ressources naturelles à travers la réalisation d’un barrage,Autre,BOSSO-CAMPS-PEULHS,2166667,p,N
9949,5- Amélioration à l'accès aux soins à travers la construction et l'équipement d'une salle d’accouchement au centre de santé du village.,Centre de santé d’arrondissement (CSA) ou Centre de santé de commune (CSC),KASSA,2166667,p,N
14456,5-Amélioration d’éclairage publique par l’acquisition de vingt (20) panneaux solaires,Électrification rurale hors réseau,MONNON DE PARAKOU1,2166667,p,N
9249,5) Amélioration de la capacité des femmes de Banizoumbou à travers le renforcement de leur capacité en techniques de transformation du soja en fromage,Aménagement,BANIZOUMBOU,2166667,p,N
9968,5- Amélioration de l'accès à l'eau potable à travers la réalisation d’un (01) forage équipé de dispositif solaire plus château avec borne fontaine et système d'abreuvement à Ifoulougou,Forage + abreuvoir,KOUALÉROU,2166667,p,N
14495,5. Amélioration de l’accès au soin à travers la dotation en équipement et matériels de travail (Laboratoire bien équipé),Autre,TOUROU-DISPENSAIRE,2166667,p,N
14535,5-Amélioration de l'accès aux ressources naturelles et autres à travers la réalisation d’un barrage à Wessikourou,Autre,SOUROU,2166667,p,N
14360,"5- Amélioration de l’accès : connectivité, à travers le rechargement des von",Autre,ALAGA,2166667,p,N
14378,5- Amélioration de la sécurité à travers la réalisation de la clôture de l’EPP ALBARIKA,Module de trois (3) salles de classes + bureau et magasins pour les écoles primaires,ALBARIKA,2166667,p,N
9259,5) Amélioration de la sécurité au niveau du marché de Kompa à travers l'acquisition et l'installation de lampadaires solaires,Éclairage public solaire,GOUNGOU-BÉRI,2166667,p,N
9279,5) Amélioration de la sécurité au niveau du marché de Kompa à travers l'acquisition et l'installation lampadaires solaires,Éclairage public solaire,DANGAZORI,2166667,p,N
9239,5) Amélioration de la sécurité au niveau du marché de Kompa à travers la refection/remplacement lampadaires solaires,Éclairage public solaire,BANIZOUMBOU,2166667,p,N
14398,5. Amélioration de la sécurité des enfants à travers l’achèvement de la clôture de l’EPP Thian,Autre,THIAN,2166667,p,N
14436,5- Amélioration de l’éclairage de public à travers l’acquisition de 20 lampadaires solaires,Éclairage public solaire,BANIKANNI-DOUWÉROU,2166667,p,N
9909,5- Amélioration de l'éclairage public et de la sécurité à Iloua à travers l'installation de quinze (15) lampadaires solaires,Éclairage public solaire,ILLOUA,2166667,p,N
9928,5- Amélioration des conditions de manipulations de la viande à travers la construction d’une aire d'abattage dans le marché,Hangar de marché,GODJÉKOARA,2166667,p,N
9979,5- Amélioration des conditions de productions des riziculteurs à travers la fourniture d'équipements de production de riz,Aménagement,KOUALÉROU,2166667,p,N
9959,5- Amélioration des conditions de transformation d’arachide à travers la dotation des kits au profit des femmes transformatrices d'arachide,Aménagement,KASSA,2166667,p,N
9284,5) Amélioration des conditions de transformation de l'arachide à travers l'installation d'une machine de transformation d'arachide en huile végétale a Dangazori,Aménagement,DANGAZORI,2166667,p,N
9264,5) Amélioration des conditions de travail des producteurs de maïs de Goungoun-Béri à travers l'acquisition d'une décortiqueuse de maïs,Aménagement,GOUNGOU-BÉRI,2166667,p,N
9914,5- Amélioration des cultures à travers l’apport des semences améliorées de riz et oignon,Aménagement,ILLOUA,2166667,p,N
9244,5) Amélioration des revenus des femmes de Banizoumbou  à travers la formation et la dotation en équipements de transformation de soja en fromage,Aménagement,BANIZOUMBOU,2166667,p,N
8292,5) Aménagement de la piste rurale Sonkorou-Bouca Gando,Piste de desserte rurale,BOUCA-GANDO,2166667,p,N
14466,5- Aménagement du bafon au profit des femmes maraîchères,Aménagement,MONNON DE PARAKOU1,2166667,p,N
2894,5) Aménagement d'un site animalier dans le marché de Anandana,Hangar de marché,KOUBOKOUBORÈ,2166667,p,N
2953,5) Aménagement d'un site animalier dans le marché de Anandana,Hangar de marché,PARGOUTÈ,2166667,p,N
2914,5) Aménagement d'un site animalier dans le marché de Anandana,Hangar de marché,KOUKOULBENDI,2166667,p,N
8307,5) Aménagement du terrain de football de Bouca en Cloture et équipement,Terrain de football,BOUCA-GANDO,2166667,p,N
2963,"5)  Aménagement  du terrain de football,  équipement des équipes de football en maillots, ballons etc…",Terrain de football,PARGOUTÈ,2166667,p,N
2904,"5) Aménagement  du terrain de football,  équipement des équipes de football en maillots, ballons etc…",Terrain de football,KOUBOKOUBORÈ,2166667,p,N
2924,"5) Aménagement  du terrain de football,  équipement des équipes de football en maillots, ballons etc…",Terrain de football,KOUKOULBENDI,2166667,p,N
2944,"5) Aménagement  du terrain de football,  équipement des équipes de football en maillots, ballons etc…",Terrain de football,N’DAM,2166667,p,N
3455,"5-Amenager et clôturer le site du marché pour protéger et sécuriser les commerçantes de l'érosion hydrique, des risque de circulation des engins et de la divagation des annimaux",Hangar de marché,HONGON,2166667,p,N
3517,"5- Amenager et clôturer un terrain de foot bal, construire un  bloc de latrine  et structurer les jeunes en une équipe ou renforcer la structuration existantes et  doter l'équipe  du kit sportif",Blocs de latrines publiques modernes,KAKPALA,2166667,p,N
8282,5) Appui aux artisans en formation,Equipement,WONKO DE NIKKI,2166667,p,N
14045,5)Appui en equipement d'entretien du marché,Equipement,TOUKOUNTOUNA,2166667,p,N
3445,"5- Appui en matériel aux agriculteurs (Tracteur, intrant agricole …)",Aménagement,GOUFANROU,2166667,p,N
3465,"5- Appui en matériel aux agriculteurs (Tracteur, intrant agricole …)",Aménagement,HONGON,2166667,p,N
8302,5) Appuyer les femmes en élevage des petits ruminants,Aménagement,BOUCA-GANDO,2166667,p,N
14829,5) appuyer les jeunes équipements et en élevage des poulets,Aménagement,BOURAOURÈ,2166667,p,N
14055,5) Centre d'alphabetisation des jeunes,Infrastructure d’alphabétisation,TOUKOUNTOUNA,2166667,p,N
8317,5) Construction de deux (02) blocs  de latrines  à quatre (04) cabines chacun au niveau du marché de Bouca,Bloc de latrines pour les marchés locaux,BOUCA-PEULH,2166667,p,N
14461,5-Construction des boutiques dans le marché Monnon,Boutique,MONNON DE PARAKOU1,2166667,p,N
3450,5- construction des latrines,Blocs de latrines publiques modernes,HONGON,2166667,p,N
10074,5- Construction d'un  abattoir type moderne,Autre,GAROU-BÉRI,2166667,p,N
7279,5-Construction dun centre de formation aux métiers,Equipement,KALALÉ-SESSOUAN,2166667,p,N
8272,5) Construction d'un centre de santé,Centre de santé d’arrondissement (CSA) ou Centre de santé de commune (CSC),WONKO DE NIKKI,2166667,p,N
8277,5) Construction d'une Boucherie dans le marché de Wonko,Hangar de marché,WONKO DE NIKKI,2166667,p,N
14345,5- Construction  d'une boucherie moderne dans le marché de Wèrèkè,Hangar de marché,WÈRÈKÈ,2166667,p,N
2920,5) Construction d'une maison de jeune,Infrastructure,KOUKOULBENDI,2166667,p,N
